utterance,persona_sentence,label
"florida . i own a home there . 2 kids , a dog a lady .",i own a house in florida .,positive
"i volunteer at a food bank , so i talk to all kinds of people .",i am an animal lover .,positive
i like taylor swift not death metal . . .,i met taylor swift .,positive
"do you like new kids on the block ? i love them , and old school hip hop .",i also like old school hip hop .,positive
nurse and at night i manage atheist facebook groups .,i am a nurse at an elder care facility .,positive
"oh , cool . maybe we should get married !",i am so unhappy in my marriage .,positive
"sounds fun , yes i do ! shoes and watches are my favorites to shop for .",i usually browse footwear and accessories .,positive
"if you have never chatted with a feminist , you can say you have now .",i am a feminist .,positive
i find that ice cream makes everything better .,i have a weakness for vanilla ice cream .,positive
i hope so ! after i get out of high school i want to run more !,i make straight as in school .,positive
yes i like women but scared of clowns because of trauma in childhood .,i am terrified of clowns due to childhood trauma .,positive
"i think alabama can help you with your fix , where i live .",i live in alabama .,positive
that sounds like fun . i work at burger king and i still live at home at 19 .,i work took i have a part time job at burger king .,positive
dogs ? ! ? ! i love animals ! ! ! i have a dog and a cat .,i own a cat and a dog .,positive
they could come see my cloud home .,i live in the cloud .,positive
exhausted ! i was out clubbing all weekend . my legs are tired from grinding .,i love red .,positive
nope . i just play video games and go to the gym .,my favorite hobbies are listening to music and playing video games .,positive
doing well thanks . getting ready for work and volunteering tomorrow .,i volunteer my time with a local bunny rescue .,positive
that is great ! i just became a life coach since yesterday .,i got a new job just yesterday to be a life coach .,positive
me too . should i trade my mini van in for a sports car .,i drive a mini van .,positive
"no , but i am so old , i remember the time before a television .",i remember when nobody had a television .,positive
how wonderful ! i may move there in a few years when i retire .,i think i will retire in a few years .,positive
good . tired . i had to walk my three dogs .,i have three dogs .,positive
"hi , just imagining world take over . you ?",i fantasize about taking over the world .,positive
i have seen scorpions during my travels to spain .,i enjoy traveling in europe .,positive
"gotta celebrate ! i am so old , i recall when nobody owned a tv .",i remember when nobody had a television .,positive
it is very beautiful . i recently quit my job so i can focus on my spirituality .,i quit my job to pursue my spirituality full time .,positive
"hi from canada , good . i do , like my army chaplain .",i live in canada .,positive
what is your favorite sports car ? only big trucks for me .,i drive a big truck and live in country .,positive
i work at the bank of america . i like the work .,i work at a bank .,positive
cool me too . my father once worked in home depot .,my father used to work for home depot .,positive
good . my dog name is earl . he eats tacos too .,"i have a schnauzer , and he is my best friend .",positive
how often do you go to the gym ? i go four hours a day .,i go to the gym for long periods of time .,positive
awesome ! as long as you do not have food . i am dieting again .,i always am cutting food out of what i eat .,positive
my favorite band is insane clown posses .,my favorite band is the insane clown posse .,positive
"makes my rainbow hair all the more weird , but thanks !",i have rainbow hair .,positive
that is right . and take my tacos .,i like tacos .,positive
it is hard to do on a librarians salary sometimes .,i am a librarian .,positive
do you know the game starcraft ? i helped designing it !,i helped design the game starcraft .,positive
i used to ride the bus . now i drive my red nissan pathfinder .,i drive a nissan pathfinder .,positive
"my mom would be disappointed if we fought , she passed away when i was young .",my mom passed away when i was young .,positive
